SNPnames	Corr.All	FST.All	s_high	demog	p.end	SNPIncluded	He.LS	He_samp	log.bf	rho	xtx	xtx.empP	bf.empP	rho.empP	TW.Zscore	TW.MinusLogP	TW.P
1364648216_569	0.195870816	0.184771423	0	1R	0.460720951	TRUE	0.496914313	0.495327778	-1.286030905	0.010315	112.77	0.988383838	0.279494949	0.312121212	0.150231	0.0552298	0.880583
1364560064_121	0.13040397	0.080031476	0	1R	0.157959586	TRUE	0.26601671	0.26195	-1.297888408	-0.031719	94.865	0.546767677	0.24	0.096161616	1.12827	0.586352	0.259208
1364593946_822	0.083702491	0.040452616	0	1R	0.768285411	TRUE	0.356045877	0.3648	-1.124163489	-0.055566	94.952	0.551717172	0.623939394	0.040808081	0.692474	0.311011	0.48864
1364602516_479	-0.006605447	0.035100761	0	1R	0.369629077	TRUE	0.466006845	0.46875	-0.274121023	0.11189	93.106	0.432020202	0.971616162	0.941818182	0.95432	0.468621	0.339922
1364551293_135	0.153024194	0.043973058	0	1R	0.366971287	TRUE	0.464606723	0.460175309	-1.285921835	0.0021082	96.952	0.674444444	0.27979798	0.260606061	0.201254	0.0754623	0.8405
1364575492_103	0.049302159	0.056464694	0	1R	0.29715928	TRUE	0.417711285	0.418661111	-0.710834847	0.079696	96.225	0.633636364	0.901010101	0.824545455	0.165742	0.0613002	0.86836
1364545188_939	-0.092315707	0.032730765	0	1R	0.66732338	TRUE	0.444005773	0.441821605	-1.008437255	-0.039493	92.156	0.363636364	0.745555556	0.073030303	0.529278	0.224308	0.596613
1364617062_580	0.408848132	0.084646651	0	1R	0.644527566	TRUE	0.458223565	0.462340123	-1.164303088	0.00937	99.914	0.804545455	0.566767677	0.306666667	1.01447	0.508137	0.310358
1364600992_841	0.142912028	0.09566054	0	1R	0.131777996	TRUE	0.228825112	0.242397531	-0.664863175	0.13552	104.39	0.917878788	0.913636364	0.978080808	1.28929	0.704882	0.197296
1364526681_498	-0.278275342	0.076685409	0	1R	0.25146606	TRUE	0.376461762	0.352997531	-1.309768469	0.04282	91.159	0.297676768	0.204949495	0.573030303	0.968423	0.477773	0.332833
1364502521_858	-0.245428171	0.036239698	0	1R	0.073862713	TRUE	0.136814025	0.135911111	-1.000291075	0.18288	95.017	0.555454545	0.752727273	0.997777778	0.0332358	0.01167	0.973487
1364489089_896	0.179754549	0.047289844	0	1R	0.538451046	TRUE	0.497043034	0.496888272	-1.223923836	0.029086	88.753	0.160909091	0.445757576	0.460808081	0.241237	0.0918521	0.809372
1364600953_300	0.176613359	0.021369449	0	1R	0.647430862	TRUE	0.456528282	0.460175309	-0.772010516	0.053008	92.2	0.366868687	0.878888889	0.654747475	0.532622	0.225998	0.594296
1364505368_980	-0.090883659	0.029767914	0	1R	0.155569226	TRUE	0.262734884	0.252661111	-1.068120245	0.059858	83.919	0.021919192	0.692424242	0.704646465	0.00821069	0.00285447	0.993449
1364620363_262	0.010358789	0.019905087	0	1R	0.599066198	TRUE	0.480371777	0.469303086	-1.079574026	-0.049947	93.074	0.42989899	0.68020202	0.051717172	0.442796	0.181831	0.657913
1364596087_258	-0.087109341	0.030857385	0	1R	0.875556769	TRUE	0.217914227	0.204404938	-1.368373622	-0.041365	89.642	0.21020202	0.05959596	0.068383838	1.01877	0.511007	0.308313
1364565835_649	0.266793523	0.085199729	0	1R	0.526878113	TRUE	0.498555134	0.49995	-1.08895431	0.064948	105.97	0.941616162	0.66969697	0.740606061	0.597803	0.25966	0.549971
1364599620_556	0.083752457	0.015199498	0	1R	0.315216302	TRUE	0.43170997	0.416858642	-1.104522204	-0.044442	86.4	0.072525253	0.652424242	0.061717172	0.926587	0.450824	0.354141
1364639591_538	0.318579147	0.104068859	0	1R	0.155954474	TRUE	0.263265353	0.249525309	-1.260301104	0.10716	96.469	0.646969697	0.354747475	0.930606061	1.52418	0.894613	0.127464
1364562657_252	0.078517273	0.046963778	0	1R	0.796577084	TRUE	0.324084066	0.305727778	-1.341654659	0.035336	92.923	0.417474747	0.112020202	0.512323232	0.127221	0.0463536	0.898766
1364540389_647	-0.057104749	0.055835135	0	1R	0.11672777	TRUE	0.206204796	0.179110494	-1.442685326	0.081051	95.061	0.558080808	0.001212121	0.832525253	0.0102391	0.00356255	0.99183
1364599729_308	0.152877461	0.048355061	0	1R	0.436933276	TRUE	0.492045177	0.490661111	-1.170779877	0.041769	97.388	0.695151515	0.556363636	0.565353535	0.999614	0.49826	0.317497
1364611219_672	0.202344111	0.054540361	0	1R	0.928926259	TRUE	0.132044528	0.133061111	-1.378782161	-0.010033	92.335	0.377070707	0.043737374	0.185656566	0.496352	0.207856	0.619646
1364614255_141	-0.06309474	0.028220678	0	1R	0.822167978	TRUE	0.292415588	0.264244444	-1.253887579	-0.0042837	87.91	0.124242424	0.373131313	0.219090909	0.0789353	0.0282214	0.937084
1364654724_816	-0.13271022	0.03755743	0	1R	0.778742823	TRUE	0.344604878	0.345679012	-0.589678382	0.045935	98.213	0.734949495	0.929191919	0.598888889	0.111306	0.0403035	0.911374
1364534847_799	0.359122759	0.037490503	0	1R	0.301722503	TRUE	0.421372069	0.404175309	-0.975022028	0.09609	89.817	0.216868687	0.772222222	0.895555556	0.39659	0.160101	0.69167
1364525158_515	0.120024979	0.059209409	0	1R	0.772147172	TRUE	0.351871834	0.358960494	-0.510308645	0.088259	90.878	0.28020202	0.944242424	0.866565657	0.318077	0.124692	0.750426
1364541977_957	-0.444647227	0.065301933	0	1R	0.738657972	TRUE	0.386084745	0.378311111	-1.242543235	-0.038118	87.973	0.126565657	0.403232323	0.076666667	1.31538	0.724964	0.188381
1364554288_625	-0.411163424	0.086402574	0	1R	0.184513409	TRUE	0.300936421	0.2952	-1.168059874	0.068752	90.758	0.272121212	0.560707071	0.764949495	0.286405	0.110941	0.774568
1364563625_731	-0.33652141	0.120077179	0	1R	0.713707986	TRUE	0.408657793	0.380493827	-1.058483598	0.11298	100.98	0.843838384	0.701919192	0.944242424	1.07798	0.551227	0.281043
1364556879_544	-0.062575104	0.040421944	0	1R	0.117096424	TRUE	0.206769703	0.194064198	-1.00561685	0.023799	86.234	0.068383838	0.747676768	0.417777778	0.684449	0.306544	0.493692
1364540644_44	-0.200737468	0.053005641	0	1R	0.806712048	TRUE	0.311855439	0.293775309	-1.348615364	-0.024358	90.172	0.236161616	0.096868687	0.12010101	0.146683	0.0538513	0.883382
1364509620_577	0.439140273	0.018749558	0	1R	0.340820553	TRUE	0.449323807	0.4488	-1.150028088	0.044471	88.068	0.13040404	0.587575758	0.587171717	0.847114	0.401285	0.396931
1364524144_528	-0.451791723	0.086237909	0	1R	0.884918195	TRUE	0.203675966	0.187071605	-1.281116499	0.00088605	97.284	0.690606061	0.294343434	0.250606061	1.50915	0.881866	0.131261
1364520765_581	0.104921748	0.044500353	0	1R	0.105086618	TRUE	0.188086842	0.194064198	-0.604411536	0.10862	92.901	0.416464646	0.926565657	0.934949495	0.0730934	0.0260728	0.941732
1364539396_968	-0.062487529	0.033258112	0	1R	0.191151144	TRUE	0.309224768	0.305034568	-1.232332191	-0.00037735	97.552	0.703333333	0.428787879	0.242626263	0.764865	0.352273	0.444352
1364560924_131	0.007535558	0.120099873	0	1R	0.808625913	TRUE	0.309500092	0.338814198	-1.096665791	0.032309	106.98	0.953737374	0.661111111	0.486666667	0.394519	0.159143	0.693198
1364556409_301	0.132026902	0.041396341	0	1R	0.666687253	TRUE	0.44443072	0.436790123	-1.183553205	0.00398	92.744	0.405555556	0.532929293	0.272424242	0.186007	0.0693367	0.852439
1364567597_961	0.005783147	0.105736219	0	1R	0.608777412	TRUE	0.476334949	0.485169753	-1.235958438	0.040326	104.71	0.922929293	0.421919192	0.553232323	0.155666	0.057349	0.876296
1364509509_947	0.424183042	0.088511884	0	1R	0.458011199	TRUE	0.496473881	0.48988642	-0.738737131	0.099234	98.878	0.762121212	0.891010101	0.907171717	1.26257	0.684568	0.206744
1364630674_705	0.251640455	0.114361923	0	1R	0.916287571	TRUE	0.153409317	0.162888272	-1.285561261	0.033952	102.51	0.882222222	0.280909091	0.499393939	0.412875	0.167684	0.679698
1364573230_876	0.263157813	0.041784667	0	1R	0.300706003	TRUE	0.420563806	0.4118	-1.225096356	0.041863	100.58	0.83020202	0.442929293	0.566060606	0.419975	0.171016	0.674504
1364570484_314	0.00279958	0.038506416	0	1R	0.219762186	TRUE	0.342933536	0.336916049	-1.241989409	-0.044152	95.008	0.554646465	0.405252525	0.062525253	0.961665	0.473379	0.336218
1364517979_538	0.123035851	0.052315854	0	1R	0.241902599	TRUE	0.366771463	0.3648	-0.922087297	0.10942	95.946	0.615454545	0.807878788	0.936868687	1.02271	0.513645	0.306446
1364631137_145	0.270961855	0.095632355	0	1R	0.30053345	TRUE	0.420426191	0.425244444	-1.311776011	0.00033576	105	0.928787879	0.198888889	0.248181818	0.0183494	0.006405	0.98536
1364651696_812	-0.281190538	0.039187439	0	1R	0.732738395	TRUE	0.391665679	0.387451235	-1.044297822	0.056202	93.615	0.465252525	0.715959596	0.678282828	0.355482	0.141325	0.722228
1364528790_447	-0.092792075	0.038084094	0	1R	0.271828822	TRUE	0.395875827	0.375	-1.241686242	0.028599	88.323	0.141515152	0.405959596	0.457575758	0.12379	0.0450433	0.901481
1364516253_552	-0.387776636	0.047407753	0	1R	0.059399062	TRUE	0.111741627	0.131154938	-1.26930653	-0.037592	91.515	0.321515152	0.327676768	0.077979798	1.4026	0.793889	0.160735
1364573604_377	0.06678813	0.145161118	0	1R	0.406389351	TRUE	0.482474093	0.482369753	-1.300066931	0.028075	110.26	0.979393939	0.233737374	0.453434343	0.329561	0.129753	0.741732
1364530780_795	0.165328211	0.09520442	0	1R	0.168554531	TRUE	0.280287803	0.27925679	-0.956637722	0.11652	96.229	0.633838384	0.786767677	0.952121212	1.61687	0.97508	0.105906
1364578822_742	0.235114164	0.033124505	0	1R	0.884343167	TRUE	0.20456066	0.202693827	-1.375903628	-0.015969	93.73	0.473838384	0.047575758	0.157676768	0.0521954	0.0184654	0.958373
1364550366_56	0.455903117	0.099884504	0	1R	0.588840964	TRUE	0.484214566	0.490962346	-1.259929571	0.046131	103.91	0.910808081	0.356060606	0.60030303	0.363415	0.144908	0.716295
1364532165_236	-0.069580069	0.03175514	0	1R	0.945610356	TRUE	0.102862822	0.097994444	-1.380823159	-0.023498	91.654	0.330707071	0.041212121	0.123535354	0.03556	0.0124977	0.971633
1364501132_514	-0.127984229	0.05514777	0	1R	0.517063156	TRUE	0.499417697	0.496710494	-1.283562579	0.008406	99.313	0.781313131	0.287272727	0.29959596	0.183259	0.0682396	0.854595
1364665194_747	-0.403264109	0.095557044	0	1R	0.767894848	TRUE	0.356464701	0.329861111	-1.216403678	-0.028864	98.661	0.754343434	0.461313131	0.103838384	2.37757	1.75877	0.0174274
1364541308_815	0.345441813	0.050114022	0	1R	0.635114162	TRUE	0.463488326	0.461110494	-0.959991364	0.048549	96.213	0.632929293	0.783939394	0.61979798	0.902123	0.435344	0.366992
1364588286_499	0.294582272	0.045128638	0	1R	0.31495446	TRUE	0.431516296	0.4422	-1.288293978	0.021199	101.64	0.861313131	0.271414141	0.396464646	0.892229	0.429142	0.37227
1364569232_319	0.1122493	0.037629218	0	1R	0.503225726	TRUE	0.499979189	0.497994444	-0.94485111	0.090722	92.534	0.39030303	0.793232323	0.875656566	0.519431	0.219351	0.60346
1364527820_438	0.051216839	0.107597723	0	1R	0.605277152	TRUE	0.477833442	0.471466049	-1.197739524	0.041455	108.76	0.968888889	0.504646465	0.561919192	0.967298	0.477041	0.333395
1364592865_963	0.16000037	0.076873649	0	1R	0.733570498	TRUE	0.390889645	0.407071605	-1.261861848	0.032996	103.97	0.911414141	0.350909091	0.492424242	0.043485	0.015331	0.965315
1364596855_551	0.01429302	0.058461724	0	1R	0.174137037	TRUE	0.287626659	0.26195	-1.27000954	0.0001142	90.963	0.285959596	0.326161616	0.246868687	0.709002	0.320278	0.478323
1364667930_289	-0.009709898	0.022624954	0	1R	0.787298387	TRUE	0.334919274	0.3542	-0.678898901	0.11155	95.408	0.581111111	0.909494949	0.941212121	0.0570129	0.0202082	0.954535
1364564273_262	0.339904146	0.058392344	0	1R	0.810582821	TRUE	0.307076623	0.304340123	-1.25956625	-0.056296	96.368	0.641212121	0.357070707	0.03969697	0.961946	0.473562	0.336077
1364504359_437	0.086007885	0.04758018	0	1R	0.328795707	TRUE	0.44137818	0.423516049	-1.277530614	0.013266	107.18	0.955757576	0.304242424	0.332727273	0.332193	0.130919	0.739744
1364562555_947	0.559849883	0.043287552	0	1R	0.716874011	TRUE	0.405931327	0.39875	-0.618289414	0.057187	91.294	0.305959596	0.923535354	0.686868687	1.65945	1.01312	0.0970245
1364626751_182	0.289631594	0.027673825	0	1R	0.764651795	TRUE	0.359918855	0.385332716	-1.246876755	-0.002285	90.667	0.265050505	0.392323232	0.231919192	0.303445	0.118301	0.761551
1364561998_288	-0.364232713	0.029046034	0	1R	0.10463144	TRUE	0.187367404	0.165619753	-1.389957656	0.036705	80.402	0.003333333	0.028686869	0.524040404	1.31194	0.722296	0.189541
1364561976_572	-0.24185028	0.066790051	0	1R	0.800600233	TRUE	0.319279	0.323317901	-1.19068275	-0.049068	93.193	0.437373737	0.51979798	0.052828283	1.31369	0.723651	0.188951
1364514976_623	0.233179527	0.017181577	0	1R	0.137774811	TRUE	0.237585825	0.213727778	-1.272076667	0.063303	85.145	0.03969697	0.31959596	0.727575758	1.05991	0.538824	0.289185
1364521626_519	-0.015178103	0.04436888	0	1R	0.231144979	TRUE	0.355433955	0.347525309	-1.324322456	0.052074	95.637	0.594040404	0.163333333	0.648080808	0.192464	0.0719224	0.847379
1364545479_466	0.061607391	0.070762094	0	1R	0.231190056	TRUE	0.355482428	0.338182716	-1.271475781	0.057159	101.61	0.86040404	0.321515152	0.686262626	1.30845	0.7196	0.190722
1364594437_134	-0.208452584	0.033375386	0	1R	0.175371049	TRUE	0.289232089	0.27925679	-1.228228846	0.095336	89.496	0.201010101	0.436868687	0.892525253	0.910395	0.440555	0.362614
1364573297_657	-0.263063339	0.05894857	0	1R	0.136615408	TRUE	0.235903276	0.251879012	-1.252696974	0.020671	99.755	0.798383838	0.376565657	0.392121212	1.87993	1.221	0.060117
1364566887_598	-0.049306808	0.022049909	0	1R	0.936592913	TRUE	0.118773256	0.106911111	-0.787652562	0.080449	86.691	0.081212121	0.873939394	0.829090909	0.228431	0.0865513	0.819311
1364607368_961	-0.098145523	0.038283228	0	1R	0.521978684	TRUE	0.499033875	0.49762716	-0.782779344	0.060107	95.872	0.610505051	0.875656566	0.705959596	0.848724	0.402267	0.396035
1364557611_553	0.115994234	0.031764255	0	1R	0.92349337	TRUE	0.14130673	0.144394444	-1.209074776	0.024108	88.53	0.14989899	0.477878788	0.41979798	0.151458	0.0557078	0.879614
1364511471_621	0.161252284	0.079081208	0	1R	0.44874585	TRUE	0.494746024	0.491111111	-1.001330979	0.084982	93.92	0.484949495	0.752424242	0.852828283	0.549335	0.234499	0.582775
1364610593_887	-0.164847781	0.029167873	0	1R	0.538022627	TRUE	0.49710856	0.496710494	-1.306193936	0.017025	89.766	0.215353535	0.216060606	0.360808081	0.580065	0.250364	0.561871
1364672261_730	-0.100321067	0.078101513	0	1R	0.789381911	TRUE	0.332516219	0.317323457	-1.242626749	-0.0073874	101.77	0.864040404	0.402424242	0.198181818	1.1612	0.609839	0.245562
1364672454_927	-0.21222112	0.040347468	0	1R	0.417206664	TRUE	0.486290527	0.489080864	0.09131516	0.095505	94.194	0.504646465	0.989090909	0.893333333	0.113702	0.0412095	0.909474
1364560061_49	-0.104196119	0.075098282	0	1R	0.763887238	TRUE	0.360727052	0.34875	-1.25305459	-0.057267	97.89	0.720606061	0.375454545	0.037878788	0.00755969	0.00262747	0.993968
1364524601_534	-0.33532288	0.024713077	0	1R	0.426181072	TRUE	0.489101532	0.486841975	-1.15345878	0.064583	93.506	0.457272727	0.582929293	0.738383838	0.402114	0.162664	0.6876
1364535627_805	-0.16705633	0.10385789	0	1R	0.234099795	TRUE	0.358594162	0.358369753	-1.269128937	0.090768	100.38	0.823636364	0.328383838	0.875757576	0.136696	0.0499901	0.891271
1364594418_870	-0.037834132	0.022280854	0	1R	0.653944215	TRUE	0.452602358	0.454666049	-0.748946098	0.11007	89.694	0.212323232	0.887575758	0.938181818	0.863503	0.411324	0.387861
1364533784_656	-0.369629305	0.075275414	0	1R	0.834488534	TRUE	0.276234841	0.257327778	-1.361400935	0.027713	96.8	0.666666667	0.06969697	0.44959596	0.443088	0.181971	0.657702
1364504597_443	0.240497732	0.057092139	0	1R	0.265690535	TRUE	0.390198149	0.377762346	-1.282845632	0.019129	93.499	0.457070707	0.28969697	0.378080808	0.734325	0.334653	0.46275
1364558565_924	-0.338876809	0.033156726	0	1R	0.525751587	TRUE	0.498673712	0.499154938	-1.309786194	0.014922	91.305	0.306969697	0.204848485	0.344848485	0.14876	0.0546581	0.881743
1364593411_456	0.097834699	0.025197039	0	1R	0.804985466	TRUE	0.313967731	0.31395	-1.339390623	0.018807	84.338	0.026666667	0.119494949	0.374444444	0.643526	0.284095	0.519883
1364501988_991	0.166214998	0.029913935	0	1R	0.403723189	TRUE	0.481461551	0.479327778	-0.788479003	0.065672	90.596	0.262222222	0.873434343	0.746262626	1.0064	0.502759	0.314225
1364509240_588	0.035348819	0.134899738	0	1R	0.492178403	TRUE	0.499877645	0.498517901	-1.19415266	0.07929	122.73	0.999292929	0.512323232	0.822222222	0.122481	0.044544	0.902518
1364549216_182	0.239484623	0.035092386	0	1R	0.600336103	TRUE	0.479865333	0.483599383	-0.932111193	0.068056	94.184	0.503737374	0.801616162	0.760808081	1.61431	0.972811	0.106461
1364628516_45	0.405043998	0.04893756	0	1R	0.946736098	TRUE	0.100853718	0.120582716	-1.34114946	-0.021849	89.584	0.206262626	0.114545455	0.131111111	1.22226	0.654414	0.221608
1364510652_433	0.092976337	0.021349926	0	1R	0.889256759	TRUE	0.196958352	0.204404938	-1.308052552	0.043186	88.912	0.169191919	0.21010101	0.575757576	0.392171	0.158058	0.694932
1364553227_865	-0.018154047	0.057430001	0	1R	0.117706072	TRUE	0.207702705	0.210354938	-1.071593905	0.07903	92.069	0.356565657	0.688585859	0.820808081	0.38261	0.153657	0.702009
1364627439_360	-0.2993985	0.080919	0	1R	0.65213209	TRUE	0.453711655	0.461110494	-1.265128194	0.0089035	98.8	0.759393939	0.34030303	0.302727273	0.204448	0.0767542	0.838003
1364625495_732	-0.003608008	0.019847111	0	1R	0.90084846	TRUE	0.178641024	0.175540123	-1.371376104	-0.05094	84.709	0.031717172	0.054747475	0.05020202	0.155736	0.0573765	0.876241
1364571061_384	0.069906736	0.016627552	0	1R	0.650488413	TRUE	0.454706475	0.454330864	-1.049430705	0.062955	92.338	0.377373737	0.711313131	0.724949495	0.451995	0.186237	0.651273
1364538110_849	-0.200003371	0.048934353	0	1R	0.350610202	TRUE	0.455365376	0.450212346	-1.284121952	0.0040673	94.396	0.519292929	0.285050505	0.272727273	0.15971	0.0589312	0.87311
1364572680_118	0.018348544	0.042007922	0	1R	0.71529559	TRUE	0.407295618	0.397747531	-1.303626135	-0.022258	97.348	0.693636364	0.223939394	0.129494949	0.667638	0.297256	0.504364
1364651767_839	-0.267540645	0.015888959	0	1R	0.822242904	TRUE	0.292319021	0.286577778	-1.320290539	0.025308	86.355	0.071212121	0.175353535	0.428181818	0.0419929	0.0147962	0.966504
1364588347_836	0.111510438	0.037975423	0	1R	0.356271945	TRUE	0.458684492	0.450562346	-1.192573221	-0.027643	95.006	0.554545455	0.515252525	0.109191919	0.0726557	0.0259122	0.94208
1364619591_134	-0.00268799	0.039337695	0	1R	0.230122846	TRUE	0.354332643	0.340073457	-1.314186631	0.014425	92.596	0.395252525	0.192121212	0.34030303	1.01865	0.510926	0.308371
1364552397_918	0.321665788	0.09098444	0	1R	0.467417	TRUE	0.497876696	0.4998	-1.032887472	0.041791	111.08	0.982727273	0.726262626	0.565555556	1.38957	0.78341	0.164661
1364525045_559	0.016587662	0.080803395	0	1R	0.802799393	TRUE	0.316625055	0.291629012	-1.126801506	-0.080867	93.165	0.435454545	0.61979798	0.013838384	0.786734	0.365082	0.431438
1364587270_569	0.222630331	0.039914362	0	1R	0.372583223	TRUE	0.46752993	0.45795	-1.13464133	0.034518	89.081	0.178080808	0.608080808	0.504848485	0.0694424	0.0247348	0.944637
1364532214_972	-0.279912652	0.039561271	0	1R	0.647390112	TRUE	0.45655231	0.456651235	-1.091525705	0.07807	89.95	0.223333333	0.666767677	0.816161616	0.000432708	0.000149967	0.999655
1364525761_206	-0.314019333	0.068545964	0	1R	0.449402604	TRUE	0.494879807	0.49595	-1.276412992	0.052406	101.16	0.849292929	0.307373737	0.64989899	0.105263	0.0380254	0.916167
1364530858_844	0.028963281	0.130137139	0	1R	0.282103791	TRUE	0.405042484	0.405629012	-1.372081384	0.043672	101.34	0.853737374	0.053333333	0.579494949	0.28453	0.110136	0.776004
1364553401_737	0.21539788	0.05435967	0	1R	0.649993544	TRUE	0.455003874	0.456651235	-1.152519885	0.032722	98.82	0.76030303	0.584141414	0.489393939	0.0906106	0.0325447	0.927802
1364505417_845	-0.487198232	0.040029894	0	1R	0.754214906	TRUE	0.370749563	0.377212346	-0.728832421	0.12646	99.085	0.771414141	0.894242424	0.967575758	1.29689	0.7107	0.19467
1364544574_863	0.047252251	0.079454515	0	1R	0.539618095	TRUE	0.496860813	0.498266049	-0.957463863	0.076994	111.14	0.983030303	0.786161616	0.81010101	1.45186	0.83404	0.146541
1364576565_785	0.424882874	0.075087392	0	1R	0.717935073	TRUE	0.405008608	0.403688272	-0.50312568	0.063185	105.52	0.936161616	0.945959596	0.726969697	2.74398	2.21682	0.00606987
1364682238_162	-0.13107625	0.081212524	0	1R	0.262434563	TRUE	0.387125326	0.392145679	-1.342112705	0.029874	105.19	0.932020202	0.110505051	0.467575758	1.35507	0.755979	0.175396
1364514878_615	-0.163807572	0.028893652	0	1R	0.104115317	TRUE	0.186550635	0.18882716	-0.726373794	0.19149	89.012	0.174242424	0.895252525	0.998585859	0.447015	0.183849	0.654864
1364670796_862	0.011101637	0.044049962	0	1R	0.327712495	TRUE	0.440634031	0.441061111	-1.261687273	0.061272	95.59	0.591919192	0.351616162	0.713636364	0.300324	0.116947	0.76393
1364572946_782	-0.127790506	0.044844868	0	1R	0.378014996	TRUE	0.470239318	0.466775309	-0.375078796	0.12867	87.179	0.097979798	0.962323232	0.96969697	1.23044	0.660485	0.218532
1364608284_795	-0.287385404	0.054658875	0	1R	0.239085707	TRUE	0.363847463	0.370516049	-1.091155898	0.056373	101.63	0.860808081	0.667171717	0.67969697	0.366659	0.146379	0.713873
1364536204_734	0.350239253	0.035723994	0	1R	0.919213698	TRUE	0.148519751	0.149064198	-1.249275669	-0.013491	92.67	0.39989899	0.386060606	0.168181818	0.341847	0.135212	0.732466
1364533214_486	0.442658154	0.06665191	0	1R	0.145902611	TRUE	0.249230078	0.220414198	-0.996711841	0.083097	96.611	0.656464646	0.756666667	0.842626263	1.66326	1.01656	0.0962595
1364549740_806	-0.146837153	0.035566306	0	1R	0.436094454	TRUE	0.491832162	0.491977778	-0.835112042	0.13404	89.64	0.20989899	0.853838384	0.976262626	0.678973	0.303508	0.497155
1364526917_87	0.113673776	0.068318631	0	1R	0.134952852	TRUE	0.233481159	0.219582716	-1.197890192	0.083655	99.302	0.780505051	0.504141414	0.846262626	0.26914	0.103572	0.787822
1364555756_235	0.380966649	0.022657441	0	1R	0.866873452	TRUE	0.230807741	0.222901235	-0.48482848	0.092223	90.133	0.233030303	0.95	0.881515152	1.53461	0.903504	0.124881
1364595400_806	-0.379375978	0.064961291	0	1R	0.878566491	TRUE	0.213374824	0.207812346	-1.323663115	-0.00051607	94.977	0.552929293	0.165454545	0.242020202	1.38699	0.781346	0.165445
1364522620_51	0.289735436	0.042851672	0	1R	0.776936086	TRUE	0.346612809	0.36537716	-1.233869834	-0.040052	104.25	0.916565657	0.425555556	0.071515152	0.641627	0.283066	0.521115
1364596761_617	-0.234581129	0.050779689	0	1R	0.331374474	TRUE	0.443130864	0.437184568	-1.181675114	0.046178	95.791	0.604242424	0.536666667	0.600606061	0.152167	0.0559839	0.879055
1364630386_797	0.201584732	0.032991363	0	1R	0.663802841	TRUE	0.446337259	0.451604938	-1.214179191	0.050032	89.172	0.182929293	0.467171717	0.631212121	1.17442	0.619377	0.240227
1364555245_602	0.024443536	0.041749792	0	1R	0.791878538	TRUE	0.329613838	0.340073457	-1.315944983	-0.0090395	89.293	0.189292929	0.186868687	0.19020202	0.192408	0.0718998	0.847423
1364554582_383	-0.020576704	0.149027584	0	1R	0.491912782	TRUE	0.499869194	0.499984568	-1.309688714	0.042049	118.06	0.997878788	0.205252525	0.567979798	0.151122	0.0555768	0.87988
1364588782_723	0.046122441	0.077177404	0	1R	0.794188612	TRUE	0.326906121	0.320666049	-0.095706515	-0.14701	102.63	0.884848485	0.982121212	0.00030303	1.64992	1.00455	0.0989588
1364545086_738	-0.033792959	0.046486886	0	1R	0.230357569	TRUE	0.354585919	0.381577778	-0.309237048	0.065777	100.38	0.823636364	0.968282828	0.746767677	0.193762	0.0724438	0.846362
1364572892_12	0.132997424	0.023239399	0	1R	0.235182386	TRUE	0.359743263	0.351790123	-1.079620975	0.10321	90.873	0.27969697	0.68010101	0.917979798	1.0164	0.509427	0.309438
1364537116_401	0.036066696	0.037796815	0	1R	0.391338728	TRUE	0.476385456	0.481095679	-0.926648298	0.094761	97.762	0.714242424	0.805151515	0.890606061	1.07003	0.545755	0.284606
1364540417_432	-0.056519272	0.054928695	0	1R	0.335068393	TRUE	0.44559513	0.444444444	-1.32178218	0.0018419	95.466	0.584343434	0.171212121	0.258585859	0.702853	0.31682	0.482147
1364507696_877	-0.40121126	0.05904579	0	1R	0.529822616	TRUE	0.498221223	0.494775309	-1.110323005	0.041155	96.514	0.649494949	0.643535354	0.55969697	0.972002	0.480107	0.331049
1364577069_681	0.108364152	0.023829602	0	1R	0.322486311	TRUE	0.43697778	0.428221605	-1.110267019	0.070449	89.596	0.206969697	0.643636364	0.774545455	0.709478	0.320547	0.478028
1364546134_786	0.111053512	0.045325969	0	1R	0.64660818	TRUE	0.457012083	0.464147531	-0.82921041	0.077374	103.21	0.896060606	0.856363636	0.812121212	1.19151	0.631797	0.233455
1364554540_551	-0.359490821	0.040143099	0	1R	0.22833686	TRUE	0.352398277	0.341327778	-1.076445142	0.079101	93.266	0.441010101	0.683636364	0.821414141	0.572143	0.246244	0.567225
1364572367_428	-0.290519083	0.033995201	0	1R	0.06016264	TRUE	0.113086193	0.12540679	-1.263476017	-0.016218	93.318	0.444848485	0.345555556	0.156262626	1.49928	0.873541	0.133801
1364527260_46	0.022354515	0.035110414	0	1R	0.139554521	TRUE	0.240158114	0.2262	-1.256239452	0.041997	87.174	0.097676768	0.366464646	0.567474747	0.296806	0.115423	0.766614
1364514611_766	-0.199670349	0.030564581	0	1R	0.592458866	TRUE	0.482902716	0.482784568	-1.17349112	0.08359	85.587	0.04989899	0.550909091	0.845757576	0.551997	0.235861	0.58095
1364508872_972	-0.236953706	0.020950367	0	1R	0.340489169	TRUE	0.449112589	0.453994444	-1.187521155	0.030717	88.939	0.170505051	0.526262626	0.475656566	0.471941	0.195882	0.636969
1364540948_335	-0.253090005	0.036264969	0	1R	0.32809715	TRUE	0.44089882	0.449861111	-1.265720356	0.049924	100.54	0.828989899	0.338383838	0.62979798	0.761812	0.350497	0.446172
1364543536_622	0.181465258	0.032860574	0	1R	0.633671683	TRUE	0.464263762	0.458591975	-1.114848061	0.067133	87.6	0.112727273	0.637272727	0.754747475	0.635204	0.279597	0.525295
